gene_id,gene_id,Ind1,Ind2,Ind3,Ind4,Ind5,Ind6,Ind7,Ind8,Ind9,Ind10,Ind11,Ind12,Ind13,Ind14,Ind15,Ind16,Ind17,Ind18,Ind19,Ind20,Ind21,Ind22,Ind23,Ind24,Ind25,Ind26,Ind27,Ind28,Ind29,Ind30,Ind31,Ind32,Ind33,Ind34,Ind35,Ind36,Ind37,Ind38,Ind39,Ind40,Ind41,Ind42,Ind43,Ind44,Ind45,Ind46,Ind47,Ind48,Ind49,Ind50,Ind51,Ind52,Ind53,Ind54,Ind55,Ind56,Ind57,Ind58,Ind59,Ind60,Ind61,Ind62,Ind63,Ind64,Ind65,Ind66,Ind67,Ind68,Ind69,Ind70,Ind71,Ind72,Ind73,Ind74,Ind75,Ind76,Ind77,Ind78,Ind79,Ind80,Ind81,Ind82,Ind83,Ind84,Ind85,Ind86,Ind87,Ind88,Ind89,Ind90,Ind91,Ind92,Ind93,Ind94,Ind95,Ind96,Ind97,Ind98,Ind99,Ind100
Gene063,3,3,0,2,3,0,3,0,3,3,2,2,3,1,1,1,0,2,2,2,3,0,2,2,2,1,1,0,1,1,1,0,0,2,0,3,2,0,0,2,3,1,0,3,0,2,3,1,1,0,3,0,0,0,1,3,0,1,1,2,3,1,0,2,2,2,0,3,3,3,1,3,1,2,1,1,3,3,2,0,3,0,2,1,1,2,1,1,0,2,3,2,1,0,0,1,2,2,3,3,
Gene064,1,3,1,0,0,3,3,1,1,3,3,0,3,0,2,2,3,1,2,2,2,2,2,0,2,1,3,3,3,3,1,0,3,2,2,1,2,2,0,1,3,0,3,2,0,1,0,2,3,0,3,1,0,1,0,3,1,2,2,1,1,2,3,1,1,0,3,1,0,2,2,1,2,1,1,2,3,1,3,3,2,0,0,3,1,0,3,0,0,0,2,0,3,1,2,2,0,1,0,0,
Gene065,3,3,3,1,1,1,1,1,2,1,2,0,1,3,1,2,2,1,0,1,3,0,3,2,2,2,0,1,2,3,0,2,0,2,2,3,3,0,2,2,3,2,3,2,0,3,2,0,1,1,2,1,3,1,0,2,0,0,2,0,3,0,3,1,2,3,0,0,0,0,3,3,0,2,1,0,1,1,3,0,0,1,3,0,3,2,1,3,2,1,1,1,2,3,2,0,3,3,1,0,
Gene066,0,0,3,3,3,2,2,1,3,0,3,2,1,3,1,1,1,3,1,1,2,1,2,3,2,0,2,2,3,1,3,0,1,1,3,1,1,2,0,0,0,0,0,3,2,0,0,0,0,2,1,3,1,1,0,3,0,0,2,0,0,3,0,2,1,3,3,3,3,2,3,2,1,0,3,3,0,2,1,1,0,2,2,1,1,3,3,1,0,2,2,2,2,1,2,3,2,2,1,0,
Gene067,1,3,1,2,0,0,2,1,2,2,2,1,0,1,3,0,1,2,3,2,1,3,1,1,3,3,0,3,0,0,1,3,3,3,1,3,0,0,2,1,1,0,1,3,0,1,3,2,1,2,1,0,3,1,0,3,0,1,0,2,3,3,1,3,2,0,2,0,1,2,2,0,2,2,0,2,3,3,0,0,1,2,2,2,3,0,2,2,1,3,3,1,1,0,3,2,0,3,2,0,
Gene068,3,2,1,1,3,3,2,0,2,0,3,0,2,0,3,2,1,2,2,0,1,0,3,0,0,2,1,0,2,2,2,2,2,2,3,3,0,0,3,2,3,1,2,1,0,3,0,1,1,3,3,1,3,2,3,1,1,3,1,0,0,2,3,2,0,2,0,3,1,1,2,0,1,0,3,1,1,3,1,1,3,1,2,1,3,2,0,3,0,1,2,0,0,3,1,2,0,3,1,0,
Gene069,3,0,3,2,0,2,3,0,3,1,3,3,0,3,3,2,2,0,0,1,1,1,1,1,1,3,1,3,3,0,0,1,2,1,1,0,0,1,1,3,3,1,1,2,3,1,1,2,2,3,2,2,0,3,2,0,3,1,2,1,0,0,0,3,1,2,0,2,3,2,2,3,3,2,1,3,3,2,0,3,0,0,2,1,2,0,2,2,3,0,2,2,0,0,1,0,1,0,2,1,
Gene070,1,2,0,2,0,0,1,3,3,1,1,0,1,1,1,3,2,0,0,0,3,1,3,0,1,2,2,0,1,3,0,1,2,1,2,2,2,1,0,1,0,3,3,3,1,1,0,3,3,1,2,0,2,2,2,3,0,3,2,1,0,3,2,2,2,2,0,2,1,3,0,1,1,0,0,3,3,1,3,2,2,3,0,3,2,1,3,3,1,1,0,2,0,0,0,3,2,2,3,3,
Gene071,2,0,3,0,0,1,0,0,3,3,1,3,1,2,2,0,2,2,1,2,0,2,1,2,3,1,3,1,2,1,1,2,3,3,1,1,3,0,0,3,3,2,2,0,1,2,1,1,3,3,2,1,0,3,1,2,3,0,0,0,2,1,3,1,0,0,3,3,0,3,0,3,2,0,0,0,3,2,0,1,2,2,3,3,2,3,0,3,1,2,1,1,2,1,0,0,1,2,1,2,
Gene072,0,3,0,2,0,1,2,1,1,0,0,2,3,3,2,0,0,0,0,3,2,1,3,2,3,3,0,1,2,0,2,2,3,3,1,3,3,0,2,2,3,1,1,3,0,3,2,0,1,1,0,2,1,2,2,1,3,1,2,0,1,3,3,1,0,3,3,2,1,2,2,2,1,3,0,0,1,1,1,2,3,3,0,0,2,3,3,2,1,2,0,1,1,1,2,0,3,0,1,0,
Gene073,2,2,3,1,3,3,2,0,0,2,2,2,2,2,0,2,2,1,0,3,3,1,2,2,2,2,0,3,2,3,0,1,3,1,2,0,1,0,1,3,3,3,1,3,1,3,2,1,3,0,0,3,2,0,3,3,0,0,1,1,0,1,1,2,1,1,3,0,2,1,2,1,0,2,0,3,1,1,2,3,0,0,2,0,1,0,0,3,3,0,1,3,1,3,0,1,3,2,0,1,
Gene074,1,1,0,1,3,3,2,3,2,0,1,2,0,0,1,2,1,0,3,2,3,0,0,1,0,1,0,2,2,3,3,0,3,1,0,3,3,3,2,2,2,2,0,1,2,0,1,0,3,2,1,0,1,3,0,3,1,2,0,2,1,2,2,0,2,1,0,3,3,1,0,1,2,3,3,2,1,3,3,3,3,2,0,2,3,3,2,2,1,0,2,3,1,0,0,1,1,1,0,1,
Gene075,0,1,0,3,1,3,2,1,1,1,0,3,0,2,2,2,1,1,2,2,3,1,3,3,1,1,2,0,3,3,3,3,3,2,3,2,1,2,1,2,0,1,2,2,0,3,2,3,1,1,3,3,2,0,1,0,0,3,1,2,2,0,0,2,3,2,0,1,0,1,2,0,3,2,1,2,3,2,1,0,3,0,0,3,3,0,1,3,3,0,2,0,1,0,0,2,1,0,0,1,
Gene076,1,3,1,1,0,3,1,1,0,0,0,3,3,2,1,1,0,1,2,2,3,1,3,1,3,3,3,3,0,0,2,3,0,1,3,0,1,2,0,3,0,0,2,2,0,1,0,2,1,1,0,0,2,1,2,1,2,1,3,1,3,1,2,3,3,1,3,2,0,1,0,2,2,0,0,2,3,2,2,0,3,3,2,1,2,2,2,3,2,0,0,3,1,3,1,2,2,0,3,0,
Gene077,2,3,2,2,3,2,1,1,1,3,3,2,1,2,3,0,0,3,1,1,2,1,3,3,3,1,2,2,3,0,2,1,3,2,2,2,0,1,1,1,0,0,0,1,0,0,3,0,0,3,1,1,2,2,0,3,1,3,2,1,3,2,1,0,0,0,3,2,0,0,2,2,1,2,1,3,1,1,2,1,0,2,0,2,1,3,0,0,2,3,3,3,0,0,1,0,3,0,3,3,
Gene078,3,0,3,1,3,2,2,0,1,2,3,0,2,1,1,3,2,1,2,1,1,2,2,1,0,3,3,2,1,2,3,0,0,1,1,3,0,2,0,2,3,1,1,3,0,2,0,2,2,2,2,1,2,1,0,0,3,1,1,1,2,0,0,2,0,3,3,0,2,1,2,3,0,2,0,1,3,0,0,0,0,1,3,2,3,3,1,3,3,3,0,3,2,3,1,0,0,3,1,1,
Gene079,2,1,3,0,0,2,2,1,2,2,1,0,3,0,0,3,2,2,2,2,1,2,1,2,0,2,0,3,3,1,2,3,0,1,0,3,0,0,2,1,3,1,2,2,3,1,3,0,2,3,3,0,3,2,0,0,2,3,0,1,1,2,1,3,3,3,0,3,1,0,0,0,2,1,3,3,1,3,2,1,0,0,0,1,3,3,1,1,0,2,2,1,1,0,3,1,3,1,1,2,
Gene080,0,1,0,2,3,1,0,3,3,3,2,1,1,1,2,1,1,0,2,1,3,0,3,3,1,2,1,1,0,0,3,2,2,0,3,2,3,2,0,2,2,1,0,2,1,2,2,1,0,1,0,0,1,0,3,0,2,3,3,2,0,2,0,1,3,1,0,0,0,3,1,2,3,3,1,3,0,0,3,1,3,2,2,2,2,1,3,1,1,3,3,0,0,3,2,2,1,0,2,3,
Gene081,2,1,3,3,3,3,1,2,2,3,3,3,2,2,2,3,0,0,3,2,1,2,3,2,2,0,1,1,2,0,3,3,2,0,1,3,1,0,1,3,1,0,2,0,0,2,1,0,2,0,0,2,3,1,2,3,2,3,3,1,3,1,1,2,0,2,0,1,3,0,3,1,0,1,1,1,0,3,0,0,3,0,0,0,3,2,2,1,0,3,1,2,1,1,1,2,0,1,2,0,
Gene082,0,2,0,3,2,2,1,3,1,2,3,0,1,2,1,0,1,0,1,0,2,1,1,1,2,3,3,2,3,0,1,1,0,2,3,3,3,0,0,1,2,0,0,1,1,3,1,2,3,3,2,3,3,3,1,2,1,0,2,2,0,2,3,2,0,0,1,0,1,2,3,0,3,3,0,2,3,3,1,3,1,2,0,3,3,2,0,0,3,2,1,2,0,2,0,1,2,1,0,1,
Gene083,0,2,1,1,2,0,2,1,0,0,2,3,3,3,3,0,0,1,2,0,1,3,3,1,1,0,1,3,1,3,0,1,1,2,0,3,3,2,1,1,0,1,2,3,1,2,0,0,3,3,3,2,2,3,2,3,3,2,3,3,3,2,1,1,1,0,2,0,1,3,2,3,2,0,2,0,2,1,2,2,3,0,2,0,1,0,2,1,0,2,0,0,3,2,1,0,1,3,0,1,
Gene084,2,1,0,3,0,0,3,2,3,1,2,3,1,2,1,2,0,2,0,0,1,0,2,0,2,1,0,3,0,1,2,1,2,3,1,1,3,1,3,3,0,0,1,2,0,1,2,1,3,3,1,2,3,0,2,2,1,2,0,0,3,3,0,2,1,2,0,1,0,0,2,1,2,0,2,1,3,2,1,3,1,1,0,2,1,3,3,3,2,3,3,3,2,1,0,0,0,3,3,3,
Gene085,1,0,0,3,3,1,2,1,3,3,3,1,1,1,2,2,0,2,0,2,2,2,2,1,0,0,2,0,1,1,3,0,1,1,3,3,1,3,1,1,2,0,3,0,0,3,1,3,1,3,1,0,0,3,3,2,3,2,3,3,0,0,1,0,2,1,1,0,2,3,3,3,0,1,3,1,3,2,2,2,2,2,0,2,2,2,3,2,3,0,0,0,1,2,0,0,1,2,1,0,
Gene086,3,2,3,2,3,1,2,2,0,1,0,3,0,1,3,0,3,0,2,0,3,0,2,2,3,0,3,1,1,3,2,3,2,2,2,3,3,1,0,1,0,1,0,2,0,3,1,1,1,3,2,0,2,0,1,0,3,3,0,0,2,3,1,2,1,3,2,1,1,0,2,1,1,0,1,0,1,3,0,1,1,2,2,3,0,1,0,2,1,2,2,3,3,3,0,1,3,0,2,2,
Gene087,1,3,0,1,3,0,2,0,2,2,2,3,0,3,3,3,1,1,2,0,3,3,3,1,2,3,3,1,1,2,2,3,3,2,0,1,2,3,3,0,1,1,2,0,1,0,2,3,2,0,2,1,2,0,0,0,3,1,3,1,2,1,3,1,0,3,0,2,3,1,1,2,0,0,0,2,2,3,2,1,0,1,3,3,1,0,1,1,1,0,0,2,0,2,0,2,1,3,2,0,
Gene088,2,3,1,1,1,0,0,2,0,0,1,2,1,3,1,2,2,3,1,3,1,3,0,1,3,2,3,0,2,0,1,0,3,3,0,1,0,0,0,2,0,1,1,1,3,2,3,3,2,3,2,3,0,3,0,3,1,3,0,3,1,2,2,2,0,2,0,0,3,0,0,3,2,2,1,0,1,1,0,3,1,2,3,1,2,1,3,2,0,1,3,2,1,2,0,2,2,2,1,3,
Gene089,1,0,2,3,2,1,2,3,0,0,1,0,2,3,2,3,3,1,0,0,2,1,0,2,2,0,1,1,0,0,2,3,2,1,1,2,1,0,3,1,3,3,3,1,3,1,1,1,0,3,2,2,0,2,3,1,3,1,0,2,2,1,2,3,3,1,0,1,1,3,3,0,2,3,3,2,2,3,3,2,0,2,0,2,0,0,0,1,0,0,1,1,3,1,3,2,3,0,0,2,
Gene090,1,1,0,2,2,0,3,0,1,0,0,0,0,1,3,3,3,2,0,0,0,2,3,0,0,1,3,1,2,3,0,1,2,2,1,2,1,2,3,3,1,0,1,2,1,2,2,3,0,0,3,1,1,0,3,3,3,2,1,2,1,2,2,3,3,2,2,2,3,0,2,1,1,0,3,0,3,3,2,1,3,3,1,0,0,1,0,3,0,2,1,1,2,1,2,0,2,3,3,1,
Gene091,1,3,3,3,1,2,1,0,0,3,1,3,0,1,2,1,2,0,1,0,0,2,2,2,2,2,2,0,2,3,3,1,1,3,2,1,3,2,1,3,3,0,0,0,0,3,0,2,3,2,2,3,0,0,0,1,2,3,3,3,2,1,3,2,3,1,3,1,0,2,1,3,1,1,1,1,0,0,0,2,0,2,3,3,0,2,1,0,1,2,2,3,1,2,0,0,0,1,3,1,
Gene092,3,0,2,0,3,1,3,3,3,1,3,2,2,2,0,1,0,3,0,1,1,2,3,2,2,1,0,0,0,3,0,0,0,1,0,1,3,1,3,3,3,3,1,1,2,2,0,2,0,3,0,2,0,2,1,1,3,1,3,0,3,0,2,3,1,1,0,2,1,2,0,1,1,2,2,2,1,1,1,3,1,0,2,2,2,2,0,0,0,1,3,3,3,3,0,2,1,3,2,2,
Gene093,2,2,3,2,3,2,2,0,0,0,0,2,2,2,1,2,1,3,2,1,0,1,3,3,2,1,3,3,1,2,1,2,2,1,0,2,3,1,2,1,3,2,0,2,0,3,3,0,1,2,0,0,0,0,3,0,0,1,0,1,2,2,3,3,3,1,2,0,1,3,0,3,0,1,3,0,0,2,1,3,3,3,2,2,1,0,0,1,1,0,1,1,3,3,1,1,3,3,1,0,
Gene094,2,3,3,3,3,2,3,0,1,3,1,1,2,0,1,3,0,3,0,2,2,0,3,2,0,3,0,2,1,1,2,2,0,1,1,1,1,0,3,1,2,3,0,0,2,1,3,0,1,3,3,3,3,2,1,2,0,0,3,0,0,2,1,2,3,1,1,2,2,3,1,3,0,2,0,0,1,1,0,2,2,0,1,1,0,1,0,3,0,2,2,2,3,2,2,3,0,3,1,1,
Gene095,1,0,2,1,2,0,2,3,1,1,1,2,3,2,2,1,3,0,3,0,2,0,3,0,0,3,2,1,1,3,2,2,0,1,2,0,2,3,3,3,1,1,2,3,3,3,1,0,2,0,2,1,0,1,3,1,3,2,3,1,3,3,2,1,1,2,1,0,0,2,2,3,0,1,3,0,3,2,1,0,1,0,0,1,2,1,1,2,0,3,2,3,3,0,0,0,0,0,3,2,
Gene096,1,0,1,1,0,1,3,0,2,1,0,1,3,3,3,1,0,3,1,0,0,3,2,0,3,2,1,3,3,3,3,1,2,2,1,0,2,2,1,2,1,3,1,1,0,1,3,2,1,2,0,0,0,2,3,2,0,0,2,0,3,3,0,0,2,0,2,0,2,2,3,2,1,3,1,2,1,3,0,3,2,2,3,2,2,3,0,3,1,2,2,3,0,1,0,3,0,1,1,1,
Gene097,2,0,1,0,0,0,0,2,2,3,2,1,1,2,0,3,2,2,3,2,0,0,1,2,3,0,0,0,3,3,2,2,1,1,1,1,3,1,1,3,1,0,3,3,3,3,1,3,1,0,2,2,0,0,2,1,3,1,3,0,1,0,1,2,3,1,0,1,1,0,3,3,3,3,1,2,3,1,2,0,3,1,2,1,2,3,3,0,0,2,1,2,2,3,2,2,0,2,0,0,
Gene098,0,1,1,3,2,3,2,0,1,0,1,3,0,1,2,0,2,2,1,3,0,0,0,3,3,0,2,1,2,0,2,1,3,0,0,2,1,0,2,0,2,3,2,2,2,1,0,3,0,1,1,3,3,1,3,3,0,1,1,3,1,1,2,2,0,2,3,3,1,0,2,2,2,1,3,3,0,1,2,0,2,3,1,0,2,0,3,3,3,1,3,2,1,1,0,1,2,3,3,0,
Gene099,3,3,0,1,3,2,1,0,1,2,3,0,3,1,0,0,2,1,1,2,0,2,1,0,2,3,2,0,3,0,3,3,3,1,0,2,2,0,0,1,1,0,3,2,2,3,1,2,0,3,2,1,3,2,2,3,2,1,2,1,3,0,0,3,2,3,2,0,1,2,0,0,0,3,2,1,0,3,1,1,1,1,2,2,0,1,2,0,3,1,1,2,3,1,3,3,3,0,1,0,
